shipment_id,carrier,route_miles,weather_delay,hub,delayed
161,A,40,1,C,1
162,B,2,1,C,0
163,C,34,0,B,0
164,B,56,1,C,1
165,B,59,0,D,1
166,C,51,1,B,1
167,A,20,1,B,0
168,B,10,0,D,0
169,B,27,1,C,0
170,D,56,1,B,1
171,A,4,1,D,0
172,D,10,1,B,0
173,D,52,1,D,1
174,C,6,0,D,0
175,D,52,0,B,1
176,A,28,0,A,0
177,C,40,0,C,1
178,C,3,1,C,0
179,B,42,1,B,1
180,A,14,0,A,0
181,B,27,1,D,0
182,C,51,0,B,1
183,A,20,0,A,0
184,C,5,0,C,0
185,C,40,0,D,1
186,A,59,0,C,1
187,D,57,1,C,1
188,C,6,0,A,0
189,C,34,1,A,1
190,B,46,0,A,1
191,A,7,1,B,0
192,B,14,1,A,0
193,B,16,1,B,0
194,A,33,0,C,0
195,D,5,0,D,0
196,A,29,0,C,0
197,D,53,1,B,1
198,A,46,1,B,1
199,A,30,1,C,0
200,A,47,0,B,1
201,B,12,1,C,0
202,B,46,1,D,1
203,C,32,1,B,0
204,B,13,0,C,0
205,D,37,0,A,1
206,A,39,0,A,1
207,B,35,1,C,1
208,A,11,0,A,0
209,B,50,0,C,1
210,B,28,0,D,0
211,A,14,0,D,0
212,C,46,1,B,1
213,B,30,1,B,0
214,C,57,0,A,1
215,C,12,1,A,0
216,A,16,0,B,0
217,D,42,1,A,1
218,B,41,0,D,1
219,A,50,0,C,1
220,D,37,1,B,1
221,D,37,1,A,1
222,C,58,0,C,1
223,B,14,1,B,0
224,A,31,0,D,0
225,B,18,0,B,0
226,A,24,1,C,0
227,B,45,0,A,1
228,C,58,1,C,1
229,C,33,0,D,0
230,A,46,1,D,1
231,A,34,0,C,0
232,B,11,0,B,0
233,B,37,1,C,1
234,A,33,1,C,0
235,D,47,1,A,1
236,B,16,0,C,0
237,D,34,1,A,1
238,B,48,0,C,1
239,A,39,0,B,1
240,D,36,1,B,1
241,A,11,0,B,0
242,B,24,0,D,0
243,A,44,0,D,1
244,B,41,1,A,1
245,C,32,0,A,0
246,D,34,0,C,0
247,A,37,1,C,1
248,D,25,0,D,0
249,B,28,1,B,0
250,D,11,1,D,0
251,B,8,1,B,0
252,D,14,1,A,0
253,B,21,0,B,0
254,B,32,1,D,0
255,B,50,0,C,1
256,C,6,0,D,0
257,C,50,0,D,1
258,A,42,1,D,1
259,A,59,1,C,1
260,B,52,0,C,1
261,A,25,1,B,0
262,B,45,0,B,1
263,A,53,1,D,1
264,C,50,1,C,1
265,A,14,1,B,0
266,D,52,1,C,1
267,A,8,1,B,0
268,B,33,1,B,0
269,D,39,0,D,1
270,D,10,0,B,0
271,B,51,0,B,1
272,A,24,1,B,0
273,A,30,0,B,0
274,A,41,1,C,1
275,B,29,0,D,0
276,C,35,0,A,0
277,D,59,0,D,1
278,C,4,1,B,0
279,D,41,1,A,1
280,D,48,0,D,1
281,B,32,0,B,0
282,B,5,0,A,0
283,B,57,0,A,1
284,C,17,0,D,0
285,D,21,0,C,0
286,B,40,0,D,1
287,B,51,1,A,1
288,B,31,1,B,0
289,D,3,0,B,0
290,B,51,0,C,1
291,A,11,0,B,0
292,B,24,0,B,0
293,D,36,0,A,1
294,A,46,0,C,1
295,D,42,0,C,1
296,C,38,1,B,1
297,C,17,1,B,0
298,D,33,0,D,0
299,B,48,0,C,1
300,A,55,0,D,1
301,D,15,1,B,0
302,C,50,0,D,1
303,A,11,1,A,0
304,B,32,0,C,0
305,C,9,1,C,0
306,C,10,1,C,0
307,A,5,1,D,0
308,A,42,0,B,1
309,A,35,1,B,1
310,B,56,1,C,1
311,A,10,1,A,0
312,B,22,0,B,0
313,B,1,0,D,0
314,D,28,0,C,0
315,B,11,0,B,0
316,C,16,0,B,0
317,A,31,0,B,0
318,A,18,0,C,0
319,C,42,0,D,1
320,C,50,1,A,1
321,A,47,0,C,1
322,B,29,0,C,0
323,C,47,1,A,1
324,C,28,1,B,0
325,A,54,0,A,1
326,D,19,1,C,0
327,B,46,0,D,1
328,B,25,0,A,0
329,C,56,0,D,1
330,D,27,0,A,0
331,B,46,1,B,1
332,D,33,0,B,0
333,C,51,1,C,1
334,B,32,0,A,0
335,B,11,0,D,0
336,D,56,1,B,1
337,B,37,1,B,1
338,C,57,0,B,1
339,A,37,1,C,1
340,A,5,1,B,0
341,A,38,0,D,1
342,D,44,1,B,1
343,A,59,1,C,1
344,B,32,0,D,0
345,B,23,0,C,0
346,A,55,1,C,1
347,B,3,0,C,0
348,B,46,0,C,1
349,C,35,0,C,1
350,D,34,1,B,1
351,C,48,1,C,1
352,B,2,1,C,0
353,D,1,0,D,0
354,A,43,0,A,1
355,B,19,0,B,0
356,A,37,1,A,1
357,C,10,0,D,0
358,C,32,1,B,0
359,A,18,1,D,0
360,C,42,0,A,1
361,D,46,0,C,1
362,C,5,0,D,0
363,B,48,1,D,1
364,D,26,1,C,0
365,D,36,1,D,1
366,B,30,1,A,0
367,B,12,0,A,0
368,C,40,1,D,1
369,C,35,0,D,0
370,C,55,0,B,1
371,C,2,1,D,0
372,A,27,1,A,0
373,B,42,1,C,1
374,D,43,1,B,1
375,C,15,0,B,0
376,D,3,1,B,0
377,A,17,0,B,0
378,A,40,0,A,1
379,C,43,1,C,1
380,A,15,0,B,0
381,B,23,0,A,0
382,D,4,0,B,0
383,B,29,0,D,0
384,C,14,1,C,0
385,A,39,1,B,1
386,D,24,1,C,0
387,B,5,1,D,0
388,B,43,0,C,1
389,B,50,1,D,1
390,C,29,0,C,0
391,D,54,0,A,1
392,A,20,1,A,0
393,B,19,0,B,0
394,A,12,1,D,0
395,D,22,0,D,0
396,B,46,0,B,1
397,A,28,0,C,0
398,B,48,0,C,1
399,C,3,1,A,0
400,A,10,0,B,0
401,A,55,0,C,1
402,C,6,1,C,0
403,D,50,0,B,1
404,C,15,0,A,0
405,B,57,0,B,1
406,D,53,1,D,1
407,A,58,1,D,1
408,B,12,0,C,0
409,C,18,1,A,0
410,D,34,1,B,0
411,C,22,1,A,0
412,D,18,1,C,0
413,A,59,1,C,1
414,C,34,1,D,0
415,A,52,0,C,1
416,D,48,0,D,1
417,D,57,1,C,1
418,D,4,1,C,0
419,B,55,0,B,1
420,D,41,1,D,1
421,D,52,1,A,1
422,C,39,1,A,1
423,A,46,1,D,1
424,B,37,1,D,1
425,C,34,1,C,1
426,A,34,0,A,0
427,A,15,0,A,0
428,C,19,0,B,0
429,A,12,1,C,0
430,C,56,0,B,1
431,C,47,1,D,1
432,B,14,0,B,0
433,B,58,0,B,1
434,D,5,0,C,0
435,A,23,1,C,0
436,A,51,1,D,1
437,D,23,1,D,0
438,C,31,1,C,0
439,A,58,1,A,1
440,C,54,1,B,1
441,B,22,1,A,0
442,C,26,0,D,0
443,B,1,1,D,0
444,D,27,0,D,0
445,B,31,0,D,0
446,C,23,1,C,0
447,B,2,1,C,0
448,D,49,1,D,1
449,A,1,0,A,0
450,B,58,0,A,1
451,C,13,0,C,0
452,A,1,0,A,0
453,C,53,0,A,1
454,D,13,1,A,0
455,B,3,0,C,0
456,A,40,1,C,1
457,D,29,1,B,0
458,A,22,0,A,0
459,B,45,1,B,1
460,A,44,1,C,1
461,A,46,0,C,1
462,C,35,1,A,1
463,A,42,0,B,1
464,A,52,1,C,1
465,A,25,0,A,0
466,D,25,1,C,0
467,B,29,0,D,0
468,C,58,1,A,1
469,A,33,1,A,0
470,D,33,0,A,0
471,C,13,1,B,0
472,A,37,0,B,1
473,A,30,1,C,0
474,D,19,0,B,0
475,A,32,0,B,0
476,D,53,0,C,1
477,C,11,0,B,0
478,B,46,0,D,1
479,C,9,1,A,0
480,A,12,0,B,0
481,C,12,1,A,0
482,D,29,1,C,0
483,D,26,0,A,0
484,A,53,1,B,1
485,B,17,1,A,0
486,D,14,0,B,0
487,C,48,0,D,1
488,D,22,1,D,0
489,A,56,1,C,1
490,B,55,0,D,1
491,D,2,1,C,0
492,A,36,0,A,1
493,A,35,1,C,1
494,A,18,0,C,0
495,D,2,0,A,0
496,A,53,1,A,1
497,A,46,0,A,1
498,A,2,0,D,0
499,D,19,0,C,0
500,B,47,0,A,1
