Date,Product_Category,Region,Customer_Segment,Sales,Quantity,Discount,Marketing_Spend,Profit,High_Performance
2019-08-10 19:28:48,Clothing,West,Consumer,98.65,6,0.08,2548.8,60.38,0
2019-08-13 22:09:14,Clothing,East,Corporate,81.26,14,0.23,1475.56,262.44,0
2019-08-14 19:51:52,Clothing,East,Corporate,81.08,6,0.11,1855.16,100.78,0
2019-08-15 13:58:23,Clothing,East,Consumer,70.07,6,0.15,1590.46,92.92,0
2019-08-17 00:01:53,Furniture,East,Consumer,387.95,2,0.15,2279.58,164.36,0
2019-08-21 12:06:05,Clothing,East,Corporate,107.65,10,0.29,1678.72,96.1,0
2019-08-22 06:06:13,Office Supplies,West,Corporate,108.53,1,0.29,2788.35,5.19,0
2019-08-22 17:24:40,Furniture,South,Small Business,98.12,6,0.14,1552.67,74.52,0
2019-08-23 17:17:26,Furniture,South,Small Business,167.16,14,0.13,2151.4,293.7,0
2019-08-23 17:48:09,Food,North,Small Business,37.94,3,0.17,1964.33,27.78,0
2019-08-26 23:08:11,Clothing,East,Small Business,62.7,3,0.08,2291.25,30.33,0
2019-08-29 21:18:29,Office Supplies,East,Corporate,84.92,7,0.07,1976.42,99.54,0
2019-08-29 21:56:32,Clothing,North,Consumer,66.87,14,0.14,1530.15,202.04,0
2019-08-30 04:56:14,Electronics,South,Consumer,542.89,7,0.17,1206.42,788.97,1
2019-09-02 00:03:08,Office Supplies,East,Consumer,64.61,5,0.14,1974.61,38.01,0
2019-09-02 06:26:32,Electronics,North,Small Business,503.25,10,0.26,2126.08,580.47,1
2019-09-02 09:00:03,Clothing,North,Corporate,91.82,2,0.14,1917.14,20.87,0
2019-09-02 13:32:23,Furniture,West,Small Business,379.95,1,0.04,2887.15,49.68,0
2019-09-03 08:54:56,Office Supplies,South,Consumer,90.01,13,0.12,1102.28,106.23,0
2019-09-04 09:35:48,Furniture,West,Consumer,219.75,11,0.02,2255.82,155.42,0
2019-09-05 02:58:29,Office Supplies,West,Small Business,88.57,6,0.17,2219.92,36.29,0
2019-09-06 19:20:23,Furniture,East,Corporate,356.1,14,0.27,1904.59,728.87,1
2019-09-06 19:49:15,Office Supplies,West,Consumer,169.43,7,0.29,2881.2,112.8,0
2019-09-09 14:42:36,Electronics,North,Corporate,512.22,4,0.03,2630.51,324.13,1
2019-09-11 17:11:57,Office Supplies,West,Small Business,99.61,2,0.24,1530.0,24.85,0
2019-09-12 06:59:18,Office Supplies,North,Corporate,115.97,13,0.22,2333.39,137.33,0
2019-09-14 16:40:34,Food,South,Small Business,45.28,1,0.07,1567.55,3.42,0
2019-09-15 17:46:46,Electronics,East,Consumer,496.55,2,0.14,1691.29,83.77,0
2019-09-16 12:13:55,Furniture,North,Small Business,286.43,5,0.03,1163.27,250.92,0
2019-09-19 02:19:41,Clothing,East,Small Business,72.22,11,0.11,1839.24,163.1,0
2019-09-21 00:42:36,Furniture,West,Corporate,259.21,4,0.16,1674.12,161.4,0
2019-09-24 03:03:40,Furniture,South,Consumer,174.32,10,0.25,1604.76,236.7,0
2019-09-24 10:41:25,Furniture,North,Consumer,378.65,12,0.1,1844.64,582.12,1
2019-09-24 12:24:35,Furniture,West,Small Business,368.68,10,0.3,2181.25,587.87,1
2019-09-25 09:03:03,Electronics,West,Small Business,266.2,13,0.01,1734.11,757.12,1
2019-09-25 22:56:57,Food,North,Consumer,38.4,1,0.23,2054.91,5.39,0
2019-09-26 22:01:50,Office Supplies,West,Corporate,138.54,7,0.1,3316.6,230.92,0
2019-09-27 14:52:59,Food,East,Small Business,61.1,11,0.29,1407.4,88.52,0
2019-09-29 09:31:14,Furniture,South,Consumer,268.07,10,0.14,1899.9,147.22,0
2019-09-29 19:23:07,Office Supplies,East,Consumer,138.22,8,0.0,500.0,260.5,0
2019-09-30 02:01:42,Furniture,South,Consumer,406.85,13,0.08,1379.67,811.42,1
2019-10-01 07:37:29,Furniture,West,Consumer,230.89,11,0.16,2095.86,437.65,1
2019-10-01 13:53:42,Electronics,South,Consumer,565.6,10,0.04,1876.72,901.35,1
2019-10-02 03:22:27,Furniture,North,Corporate,342.81,12,0.06,2481.73,529.56,1
2019-10-02 08:47:36,Food,South,Corporate,55.97,7,0.21,1776.41,32.37,0
2019-10-02 12:08:55,Food,South,Consumer,39.18,13,0.13,999.17,93.54,0
2019-10-03 22:46:02,Electronics,South,Corporate,454.03,14,0.18,2310.42,395.11,1
2019-10-04 23:29:44,Food,South,Small Business,57.27,7,0.12,2652.58,76.61,0
2019-10-08 05:08:32,Clothing,West,Corporate,102.52,3,0.2,1198.31,72.14,0
2019-10-08 14:31:04,Electronics,North,Corporate,373.12,14,0.06,2784.48,1425.96,1
2019-10-16 17:55:44,Food,South,Consumer,50.39,11,0.22,2304.64,117.49,0
2019-10-17 22:21:30,Electronics,North,Corporate,691.38,13,0.12,2500.06,2113.71,1
2019-10-20 20:04:14,Electronics,North,Small Business,602.46,14,0.14,1762.13,515.68,1
2019-10-27 06:28:39,Food,South,Corporate,54.09,11,0.09,1157.14,98.5,0
2019-10-29 15:47:25,Office Supplies,North,Small Business,145.43,3,0.17,2348.38,45.08,0
2019-10-31 03:25:39,Clothing,North,Consumer,43.28,10,0.14,1408.49,83.93,0
2019-11-02 03:40:10,Office Supplies,North,Consumer,77.33,14,0.27,2115.25,86.8,0
2019-11-05 13:10:09,Office Supplies,North,Small Business,135.87,12,0.03,1451.68,256.86,0
2019-11-06 10:37:10,Food,West,Corporate,39.2,1,0.25,2352.14,8.36,0
2019-11-06 22:30:42,Food,West,Consumer,30.07,3,0.19,2457.13,7.01,0
2019-11-08 19:07:19,Food,South,Consumer,51.9,12,0.01,2234.16,177.02,0
2019-11-09 14:33:44,Furniture,East,Small Business,244.67,4,0.08,2156.02,68.52,0
2019-11-11 14:05:08,Food,South,Consumer,45.99,7,0.08,860.42,79.65,0
2019-11-13 12:03:40,Electronics,South,Small Business,426.93,4,0.16,1128.57,263.76,0
2019-11-13 12:56:15,Office Supplies,West,Small Business,175.6,4,0.02,1534.99,168.37,0
2019-11-14 17:28:47,Food,East,Consumer,60.34,11,0.06,2824.32,125.99,0
2019-11-18 12:54:59,Food,South,Small Business,50.17,12,0.19,2316.02,112.52,0
2019-11-18 21:43:35,Electronics,South,Consumer,508.16,11,0.06,1696.47,642.53,1
2019-11-24 03:59:44,Furniture,East,Small Business,418.3,6,0.21,2236.03,137.17,0
2019-11-26 02:14:08,Office Supplies,East,Corporate,82.42,13,0.24,2277.21,91.98,0
2019-11-29 06:49:39,Electronics,South,Corporate,680.65,8,0.06,1565.34,942.47,1
2019-12-02 14:58:09,Clothing,East,Consumer,87.98,5,0.03,1323.72,89.93,0
2019-12-03 17:38:27,Electronics,East,Small Business,597.07,12,0.19,1664.32,317.89,1
2019-12-05 16:58:46,Food,South,Small Business,54.45,8,0.12,500.0,31.01,0
2019-12-06 21:06:54,Food,West,Small Business,51.64,10,0.21,2022.16,70.74,0
2019-12-08 01:51:08,Clothing,East,Consumer,93.95,9,0.24,1431.5,186.49,0
2019-12-09 00:12:15,Electronics,West,Consumer,459.5,11,0.12,2038.91,930.82,1
2019-12-12 14:12:54,Electronics,South,Small Business,563.12,13,0.01,1621.12,1955.55,1
2019-12-13 10:57:03,Furniture,West,Consumer,455.41,10,0.06,2543.58,528.47,1
2019-12-14 12:03:24,Furniture,North,Small Business,105.58,5,0.25,1270.29,81.36,0
2019-12-16 08:44:14,Food,South,Consumer,54.55,7,0.02,1374.62,83.89,0
2019-12-18 06:26:04,Electronics,North,Consumer,277.3,12,0.16,2002.86,203.04,0
2019-12-20 01:06:20,Clothing,East,Consumer,109.96,12,0.13,2315.15,191.8,0
2019-12-23 04:11:22,Electronics,West,Consumer,488.48,9,0.24,2694.01,265.63,0
2019-12-23 20:13:39,Clothing,East,Consumer,106.99,12,0.04,2346.21,130.37,0
2019-12-25 04:42:23,Electronics,South,Corporate,558.34,11,0.16,1389.79,848.41,1
2019-12-27 11:41:22,Clothing,West,Small Business,70.59,5,0.14,2289.79,23.31,0
2019-12-29 03:16:02,Food,East,Consumer,60.36,3,0.21,2861.01,22.73,0
2019-12-30 04:11:31,Furniture,North,Consumer,291.28,13,0.07,1222.96,286.02,0
2019-12-31 22:33:23,Furniture,North,Corporate,320.68,8,0.21,1808.79,254.55,0
2020-01-02 02:48:03,Electronics,South,Small Business,671.11,13,0.15,1379.93,1832.07,1
2020-01-02 11:56:44,Electronics,East,Small Business,630.85,5,0.2,1738.16,583.4,1
2020-01-03 04:38:46,Clothing,South,Consumer,101.19,10,0.14,1252.37,134.65,0
2020-01-06 22:30:03,Furniture,East,Small Business,272.65,8,0.16,1335.99,157.36,0
2020-01-11 07:01:41,Food,East,Corporate,49.33,8,0.08,2177.58,60.14,0
2020-01-11 20:49:43,Furniture,South,Small Business,209.49,5,0.29,1361.74,82.49,0
2020-01-13 00:56:09,Office Supplies,West,Corporate,183.79,12,0.11,1397.88,347.13,1
2020-01-15 14:30:55,Furniture,West,Small Business,128.53,13,0.04,2543.43,452.35,1
2020-01-19 10:07:56,Furniture,North,Consumer,255.07,12,0.21,1877.61,314.38,1
2020-01-19 20:09:33,Electronics,East,Small Business,662.34,5,0.11,2484.84,526.69,1
2020-01-20 21:44:36,Office Supplies,South,Small Business,39.75,4,0.27,2070.59,25.55,0
2020-01-21 00:38:39,Food,South,Consumer,50.38,9,0.07,1502.29,26.44,0
2020-01-21 01:04:18,Clothing,North,Consumer,116.27,4,0.09,2078.44,57.48,0
2020-01-26 00:46:28,Clothing,West,Small Business,95.73,8,0.07,1756.84,56.22,0
2020-01-26 23:15:13,Clothing,West,Small Business,93.15,8,0.24,2810.22,151.41,0
2020-01-29 06:20:02,Food,South,Corporate,55.75,5,0.08,1598.42,75.14,0
2020-01-29 12:18:53,Food,North,Corporate,47.29,2,0.18,2067.6,9.81,0
2020-01-30 01:05:04,Food,South,Consumer,37.14,6,0.06,1184.22,50.51,0
2020-01-30 01:07:46,Food,West,Corporate,62.62,3,0.05,2030.28,10.13,0
2020-01-30 12:24:23,Furniture,South,Consumer,302.81,6,0.24,1717.66,185.93,0
2020-01-30 18:43:46,Electronics,West,Corporate,520.64,11,0.19,3484.75,287.7,0
2020-01-30 21:31:57,Electronics,South,Consumer,208.97,10,0.21,2766.19,254.81,0
2020-02-03 11:33:23,Furniture,West,Corporate,341.4,5,0.1,2487.37,268.54,0
2020-02-06 02:23:19,Office Supplies,South,Consumer,134.13,14,0.18,2062.11,158.99,0
2020-02-07 06:25:14,Food,West,Corporate,26.24,7,0.24,2351.35,24.68,0
2020-02-07 17:25:14,Office Supplies,East,Corporate,112.68,4,0.12,1849.15,36.24,0
2020-02-09 00:25:27,Electronics,West,Corporate,410.16,11,0.25,1737.89,347.0,1
2020-02-09 14:46:02,Food,North,Corporate,34.69,9,0.22,1055.81,30.25,0
2020-02-11 21:13:48,Food,West,Consumer,40.83,2,0.04,1469.71,5.59,0
2020-02-12 13:31:38,Office Supplies,North,Small Business,31.7,10,0.19,1842.17,66.65,0
2020-02-15 01:04:13,Food,South,Consumer,48.27,6,0.15,1758.17,25.91,0
2020-02-16 14:30:19,Clothing,North,Corporate,99.06,9,0.19,1275.01,83.12,0
2020-02-16 14:44:13,Electronics,West,Small Business,582.56,3,0.2,2010.77,228.57,0
2020-02-16 19:40:25,Electronics,West,Small Business,558.98,11,0.21,2369.27,997.28,1
2020-02-17 03:42:35,Clothing,East,Corporate,79.44,12,0.03,1860.06,49.92,0
2020-02-18 05:34:07,Furniture,East,Consumer,493.79,14,0.09,2037.85,1440.02,1
2020-02-19 05:22:01,Food,East,Corporate,42.18,4,0.27,1435.59,25.41,0
2020-02-20 23:35:20,Office Supplies,West,Consumer,147.53,12,0.15,2214.72,326.16,1
2020-02-22 18:04:40,Food,West,Consumer,36.92,7,0.26,1706.62,20.08,0
2020-02-22 20:34:13,Clothing,North,Consumer,77.57,7,0.15,1039.45,82.41,0
2020-02-24 14:24:07,Food,South,Small Business,63.59,10,0.16,2433.69,152.98,0
2020-02-24 15:51:10,Electronics,North,Consumer,400.26,14,0.08,1554.54,373.2,1
2020-02-26 06:07:04,Food,North,Corporate,60.28,2,0.15,1451.98,7.7,0
2020-02-26 16:27:02,Furniture,East,Consumer,297.59,6,0.29,1789.55,161.53,0
2020-02-27 05:45:41,Clothing,West,Consumer,81.34,9,0.22,1802.28,143.54,0
2020-02-27 14:37:46,Clothing,East,Small Business,69.12,2,0.23,1703.04,29.56,0
2020-02-28 15:08:14,Electronics,West,Small Business,545.87,5,0.19,1345.13,264.34,0
2020-02-29 00:20:21,Office Supplies,East,Consumer,93.88,4,0.26,2345.57,21.5,0
2020-02-29 00:26:33,Electronics,East,Small Business,696.1,13,0.0,1927.48,2098.26,1
2020-03-01 23:48:50,Electronics,West,Consumer,553.19,13,0.13,2094.9,806.19,1
2020-03-02 01:14:07,Food,South,Small Business,61.23,14,0.08,995.08,210.2,0
2020-03-02 17:25:24,Furniture,South,Small Business,302.22,5,0.08,1500.95,74.21,0
2020-03-03 01:34:06,Clothing,East,Consumer,83.31,12,0.13,1962.94,91.4,0
2020-03-04 05:21:56,Food,South,Consumer,57.01,4,0.24,1533.38,8.97,0
2020-03-07 21:57:36,Electronics,East,Small Business,670.46,8,0.22,2545.58,255.74,0
2020-03-08 00:40:43,Furniture,North,Corporate,431.5,2,0.03,2825.09,84.15,0
2020-03-08 04:59:32,Food,South,Small Business,51.93,6,0.02,1391.71,70.81,0
2020-03-08 23:02:51,Electronics,West,Consumer,631.74,5,0.02,1547.4,813.96,1
2020-03-12 10:55:31,Food,South,Small Business,51.5,13,0.2,1597.13,126.83,0
2020-03-13 15:54:14,Furniture,South,Consumer,460.03,11,0.28,809.31,234.18,0
2020-03-14 03:36:26,Furniture,South,Corporate,319.15,4,0.24,1931.25,102.75,0
2020-03-14 09:18:04,Clothing,East,Small Business,95.19,2,0.12,2669.66,9.28,0
2020-03-16 00:59:42,Food,South,Corporate,62.71,1,0.22,1118.63,10.79,0
2020-03-19 16:34:42,Electronics,West,Consumer,386.19,5,0.18,1617.6,148.85,0
2020-03-21 14:08:57,Office Supplies,East,Consumer,134.56,4,0.06,1807.22,92.76,0
2020-03-21 15:32:11,Office Supplies,West,Small Business,38.25,10,0.2,1712.23,68.27,0
2020-03-22 01:14:37,Food,North,Small Business,50.38,14,0.09,894.63,179.83,0
2020-03-23 14:35:54,Electronics,South,Corporate,478.68,13,0.21,1920.08,648.61,1
